Topic,Question,Option A,Option B,Option C,Option D,Correct Answer,Explanation
DevOps,[DEVOPS-Q654] What is monitoring in DevOps?,Tracking system health,Cannot be determined,Testing,Deployment,A,Monitoring observes application and infrastructure health.
DevOps,[DEVOPS-Q655] Prometheus is,Metrics monitoring tool,Both A and B,Container,CI server,A,Prometheus collects and stores metrics.
DevOps,[DEVOPS-Q656] Grafana is used for,Visualization dashboards,Neither A nor B,IaC,CI/CD,A,Grafana visualizes metrics from Prometheus and others.
DevOps,[DEVOPS-Q657] What is a microservice?,Database,Neither A nor B,Small independent service,Monolithic app,C,Microservices are independently deployable services.
DevOps,[DEVOPS-Q658] Load balancer does,Distributes traffic,Neither A nor B,Stores data,Monitors logs,A,Load balancers distribute requests across servers.
DevOps,[DEVOPS-Q659] What is auto-scaling?,Adjusting resources based on demand,Option not applicable,Fixed resources,Manual scaling,A,Auto-scaling adds/removes instances automatically.
DevOps,[DEVOPS-Q660] ELK stack includes,Express Logstash Kafka,Elastic Linux Kubernetes,Both A and B,Elasticsearch Logstash Kibana,D,ELK is a popular log management stack.
DevOps,[DEVOPS-Q661] What is a container image?,Running container,Read-only template for containers,Virtual machine,Both A and B,B,Images are blueprints for creating containers.
DevOps,[DEVOPS-Q662] Dockerfile is,None of the above,Container runtime,Kubernetes config,Script to build Docker image,D,Dockerfile defines instructions to build an image.
DevOps,[DEVOPS-Q663] Kubernetes Pod is,Neither A nor B,Service,Smallest deployable unit,Node,C,A Pod contains one or more containers.
DevOps,[DEVOPS-Q664] Helm in Kubernetes,Container runtime,Monitoring,Package manager,Both A and B,C,Helm manages Kubernetes application packages.
DevOps,[DEVOPS-Q665] What is a deployment in k8s?,Both B and C,Single container,Storage unit,Manages Pod replicas,D,Deployments declaratively manage replica sets.
DevOps,[DEVOPS-Q666] Rolling update strategy,Both B and C,Blue-green,All at once,Updates pods gradually,D,Rolling updates replace pods incrementally.
DevOps,[DEVOPS-Q667] What is a secret in k8s?,Stores sensitive data,Log file,All of the above,Config map,A,Secrets store passwords/tokens securely in k8s.
DevOps,[DEVOPS-Q668] ConfigMap in k8s,Stores non-sensitive config,Manages pods,Data not provided,Stores secrets,A,ConfigMaps decouple config from container images.
DevOps,[DEVOPS-Q669] YAML files in DevOps,Compiled files,Binary configs,All of the above,Configuration/definition files,D,YAML is human-readable config format widely used.
DevOps,[DEVOPS-Q670] What is GitOps?,Cannot be determined,CI tool,Git as source of truth for infra,Git hosting,C,GitOps uses Git repos to drive infrastructure changes.
DevOps,[DEVOPS-Q671] What is a service mesh?,Load balancer,Infrastructure layer for service comm,API gateway,None of the above,B,Service meshes like Istio manage microservice comms.
DevOps,[DEVOPS-Q672] Shift left testing means,Testing at end,Testing earlier in SDLC,The argument is invalid,Manual testing,B,Shift left moves testing closer to development.
DevOps,[DEVOPS-Q673] What is mean time to recovery (MTTR)?,Build time,Deploy time,None of the above,Average time to restore service,D,MTTR measures how quickly systems recover from failure.
DevOps,[DEVOPS-Q674] SRE stands for,System Resource Engineering,Software Release Engineering,Site Reliability Engineering,Cannot be determined,C,SRE applies software engineering to operations.
DevOps,[DEVOPS-Q675] What is chaos engineering?,Option not applicable,Intentional failure testing,Normal testing,Load testing,B,Chaos engineering tests resilience via failures.
DevOps,[DEVOPS-Q676] Artifact repository stores,Source code,Logs,All of the above,Built software artifacts,D,Nexus/JFrog store build artifacts for deployment.
DevOps,[DEVOPS-Q677] What is feature flag?,Test case,Git branch,Toggle features without deploy,Both B and C,C,Feature flags enable/disable features at runtime.
DevOps,[DEVOPS-Q678] What is observability?,Logs metrics traces,Only logs,Only metrics,Option not applicable,A,"Observability covers logs, metrics, and tracing."
DevOps,[DEVOPS-Q679] What is a rollback?,Forward deploy,New release,The above is incorrect,Reverting to previous version,D,Rollbacks undo a bad deployment.
DevOps,[DEVOPS-Q680] DevSecOps means,Dev without security,Security integrated into DevOps,Option not applicable,Security team separate,B,DevSecOps embeds security throughout the pipeline.
DevOps,[DEVOPS-Q681] DevOps combines,Neither A nor B,Development and Operations,Design and Ops,Dev and QA,B,DevOps bridges development and operations teams.
DevOps,[DEVOPS-Q682] CI stands for,Both B and C,Continuous Inspection,Code Integration,Continuous Integration,D,CI automatically integrates code changes frequently.
DevOps,[DEVOPS-Q683] CD stands for,Code Deployment,Cannot be determined,Continuous Design,Continuous Delivery/Deployment,D,CD automates delivery or deployment of applications.
DevOps,[DEVOPS-Q684] Docker is used for,Virtualization,Containerization,Orchestration,The above is incorrect,B,Docker packages apps into portable containers.
DevOps,[DEVOPS-Q685] Kubernetes is used for,Neither A nor B,Containerization,Container orchestration,CI/CD,C,Kubernetes automates deployment of containers.
DevOps,[DEVOPS-Q686] Jenkins is,CI/CD automation server,Version control,Both A and B,Container tool,A,"Jenkins automates build, test, deploy pipelines."
DevOps,[DEVOPS-Q687] Git is,None of the above,Container,CI tool,Distributed version control,D,Git tracks code changes in a distributed manner.
DevOps,[DEVOPS-Q688] What is Infrastructure as Code?,Neither A nor B,Cloud only,Managing infra via code,Manual server config,C,IaC provisions infrastructure using code files.
DevOps,[DEVOPS-Q689] Terraform is used for,IaC / cloud provisioning,Monitoring,Both A and B,Containerization,A,Terraform provisions infrastructure declaratively.
DevOps,[DEVOPS-Q690] Ansible is used for,Container orchestration,Configuration management,CI/CD,Option not applicable,B,Ansible automates configuration and deployment.
DevOps,[DEVOPS-Q691] What is a pipeline?,Manual process,Database,Insufficient information,Automated workflow stages,D,Pipelines automate build/test/deploy stages.
DevOps,[DEVOPS-Q692] Blue-Green deployment,None of the above,Zero-downtime deployment strategy,Rolling update,Canary release,B,Blue-green switches between two identical environments.
DevOps,[DEVOPS-Q693] Canary deployment,Insufficient information,Gradual rollout to subset,Full rollout,Blue-green,B,Canary releases to small user subset first.
DevOps,[DEVOPS-Q694] What is monitoring in DevOps?,Tracking system health,Testing,Both B and C,Deployment,A,Monitoring observes application and infrastructure health.
DevOps,[DEVOPS-Q695] Prometheus is,Container,Metrics monitoring tool,Insufficient information,CI server,B,Prometheus collects and stores metrics.
DevOps,[DEVOPS-Q696] Grafana is used for,None of the above,IaC,CI/CD,Visualization dashboards,D,Grafana visualizes metrics from Prometheus and others.
DevOps,[DEVOPS-Q697] What is a microservice?,Small independent service,Monolithic app,Database,Insufficient information,A,Microservices are independently deployable services.
DevOps,[DEVOPS-Q698] Load balancer does,Insufficient information,Distributes traffic,Monitors logs,Stores data,B,Load balancers distribute requests across servers.
DevOps,[DEVOPS-Q699] What is auto-scaling?,Fixed resources,All of the above,Adjusting resources based on demand,Manual scaling,C,Auto-scaling adds/removes instances automatically.
DevOps,[DEVOPS-Q700] ELK stack includes,Both A and B,Elastic Linux Kubernetes,Elasticsearch Logstash Kibana,Express Logstash Kafka,C,ELK is a popular log management stack.
DevOps,[DEVOPS-Q701] What is a container image?,Read-only template for containers,Virtual machine,Running container,The above is incorrect,A,Images are blueprints for creating containers.
DevOps,[DEVOPS-Q702] Dockerfile is,Container runtime,Script to build Docker image,Both A and B,Kubernetes config,B,Dockerfile defines instructions to build an image.
DevOps,[DEVOPS-Q703] Kubernetes Pod is,Service,Node,All of the above,Smallest deployable unit,D,A Pod contains one or more containers.
DevOps,[DEVOPS-Q704] Helm in Kubernetes,Package manager,Monitoring,Insufficient information,Container runtime,A,Helm manages Kubernetes application packages.
DevOps,[DEVOPS-Q705] What is a deployment in k8s?,Single container,Manages Pod replicas,Option not applicable,Storage unit,B,Deployments declaratively manage replica sets.
DevOps,[DEVOPS-Q706] Rolling update strategy,Option not applicable,All at once,Blue-green,Updates pods gradually,D,Rolling updates replace pods incrementally.
DevOps,[DEVOPS-Q707] What is a secret in k8s?,All of the above,Log file,Stores sensitive data,Config map,C,Secrets store passwords/tokens securely in k8s.
DevOps,[DEVOPS-Q708] ConfigMap in k8s,Stores secrets,Stores non-sensitive config,The above is incorrect,Manages pods,B,ConfigMaps decouple config from container images.
DevOps,[DEVOPS-Q709] YAML files in DevOps,Compiled files,Configuration/definition files,The above is incorrect,Binary configs,B,YAML is human-readable config format widely used.
DevOps,[DEVOPS-Q710] What is GitOps?,Option not applicable,Git hosting,Git as source of truth for infra,CI tool,C,GitOps uses Git repos to drive infrastructure changes.
DevOps,[DEVOPS-Q711] What is a service mesh?,API gateway,Infrastructure layer for service comm,None of the above,Load balancer,B,Service meshes like Istio manage microservice comms.
DevOps,[DEVOPS-Q712] Shift left testing means,All of the above,Manual testing,Testing at end,Testing earlier in SDLC,D,Shift left moves testing closer to development.
DevOps,[DEVOPS-Q713] What is mean time to recovery (MTTR)?,Build time,Average time to restore service,Data not provided,Deploy time,B,MTTR measures how quickly systems recover from failure.
DevOps,[DEVOPS-Q714] SRE stands for,Software Release Engineering,Site Reliability Engineering,System Resource Engineering,Both B and C,B,SRE applies software engineering to operations.
DevOps,[DEVOPS-Q715] What is chaos engineering?,Cannot be determined,Normal testing,Load testing,Intentional failure testing,D,Chaos engineering tests resilience via failures.
DevOps,[DEVOPS-Q716] Artifact repository stores,Logs,Built software artifacts,The argument is invalid,Source code,B,Nexus/JFrog store build artifacts for deployment.
DevOps,[DEVOPS-Q717] What is feature flag?,Toggle features without deploy,Git branch,All of the above,Test case,A,Feature flags enable/disable features at runtime.
DevOps,[DEVOPS-Q718] What is observability?,Only logs,Only metrics,Neither A nor B,Logs metrics traces,D,"Observability covers logs, metrics, and tracing."
DevOps,[DEVOPS-Q719] What is a rollback?,Forward deploy,Cannot be determined,Reverting to previous version,New release,C,Rollbacks undo a bad deployment.
DevOps,[DEVOPS-Q720] DevSecOps means,Security integrated into DevOps,Security team separate,Dev without security,All of the above,A,DevSecOps embeds security throughout the pipeline.
DevOps,[DEVOPS-Q721] DevOps combines,Development and Operations,All of the above,Design and Ops,Dev and QA,A,DevOps bridges development and operations teams.
DevOps,[DEVOPS-Q722] CI stands for,Code Integration,Continuous Inspection,Both B and C,Continuous Integration,D,CI automatically integrates code changes frequently.
DevOps,[DEVOPS-Q723] CD stands for,Continuous Design,Continuous Delivery/Deployment,Code Deployment,None of the above,B,CD automates delivery or deployment of applications.
DevOps,[DEVOPS-Q724] Docker is used for,None of the above,Containerization,Orchestration,Virtualization,B,Docker packages apps into portable containers.
DevOps,[DEVOPS-Q725] Kubernetes is used for,CI/CD,All of the above,Container orchestration,Containerization,C,Kubernetes automates deployment of containers.
DevOps,[DEVOPS-Q726] Jenkins is,Cannot be determined,Version control,CI/CD automation server,Container tool,C,"Jenkins automates build, test, deploy pipelines."
DevOps,[DEVOPS-Q727] Git is,CI tool,Data not provided,Distributed version control,Container,C,Git tracks code changes in a distributed manner.
DevOps,[DEVOPS-Q728] What is Infrastructure as Code?,Managing infra via code,Cloud only,Data not provided,Manual server config,A,IaC provisions infrastructure using code files.
DevOps,[DEVOPS-Q729] Terraform is used for,None of the above,Monitoring,Containerization,IaC / cloud provisioning,D,Terraform provisions infrastructure declaratively.
DevOps,[DEVOPS-Q730] Ansible is used for,Option not applicable,Container orchestration,CI/CD,Configuration management,D,Ansible automates configuration and deployment.
DevOps,[DEVOPS-Q731] What is a pipeline?,Database,Automated workflow stages,Manual process,The above is incorrect,B,Pipelines automate build/test/deploy stages.
DevOps,[DEVOPS-Q732] Blue-Green deployment,Zero-downtime deployment strategy,Canary release,All of the above,Rolling update,A,Blue-green switches between two identical environments.
DevOps,[DEVOPS-Q733] Canary deployment,Full rollout,Both A and B,Gradual rollout to subset,Blue-green,C,Canary releases to small user subset first.
DevOps,[DEVOPS-Q734] What is monitoring in DevOps?,All of the above,Testing,Deployment,Tracking system health,D,Monitoring observes application and infrastructure health.
DevOps,[DEVOPS-Q735] Prometheus is,Metrics monitoring tool,Neither A nor B,CI server,Container,A,Prometheus collects and stores metrics.
DevOps,[DEVOPS-Q736] Grafana is used for,CI/CD,The above is incorrect,Visualization dashboards,IaC,C,Grafana visualizes metrics from Prometheus and others.
DevOps,[DEVOPS-Q737] What is a microservice?,Monolithic app,Small independent service,Database,The above is incorrect,B,Microservices are independently deployable services.
DevOps,[DEVOPS-Q738] Load balancer does,Stores data,None of the above,Monitors logs,Distributes traffic,D,Load balancers distribute requests across servers.
DevOps,[DEVOPS-Q739] What is auto-scaling?,Fixed resources,Option not applicable,Adjusting resources based on demand,Manual scaling,C,Auto-scaling adds/removes instances automatically.
DevOps,[DEVOPS-Q740] ELK stack includes,Elasticsearch Logstash Kibana,All of the above,Elastic Linux Kubernetes,Express Logstash Kafka,A,ELK is a popular log management stack.
DevOps,[DEVOPS-Q741] What is a container image?,Running container,Read-only template for containers,Virtual machine,Option not applicable,B,Images are blueprints for creating containers.
DevOps,[DEVOPS-Q742] Dockerfile is,Script to build Docker image,Container runtime,Option not applicable,Kubernetes config,A,Dockerfile defines instructions to build an image.
DevOps,[DEVOPS-Q743] Kubernetes Pod is,Both B and C,Smallest deployable unit,Node,Service,B,A Pod contains one or more containers.
DevOps,[DEVOPS-Q744] Helm in Kubernetes,Container runtime,Package manager,Monitoring,Both B and C,B,Helm manages Kubernetes application packages.
DevOps,[DEVOPS-Q745] What is a deployment in k8s?,Manages Pod replicas,Storage unit,Data not provided,Single container,A,Deployments declaratively manage replica sets.
DevOps,[DEVOPS-Q746] Rolling update strategy,Blue-green,Updates pods gradually,All at once,Neither A nor B,B,Rolling updates replace pods incrementally.
DevOps,[DEVOPS-Q747] What is a secret in k8s?,Log file,Stores sensitive data,None of the above,Config map,B,Secrets store passwords/tokens securely in k8s.
DevOps,[DEVOPS-Q748] ConfigMap in k8s,Stores non-sensitive config,Stores secrets,Insufficient information,Manages pods,A,ConfigMaps decouple config from container images.
DevOps,[DEVOPS-Q749] YAML files in DevOps,Compiled files,Binary configs,Configuration/definition files,Neither A nor B,C,YAML is human-readable config format widely used.
DevOps,[DEVOPS-Q750] What is GitOps?,Git hosting,Git as source of truth for infra,Insufficient information,CI tool,B,GitOps uses Git repos to drive infrastructure changes.
DevOps,[DEVOPS-Q751] What is a service mesh?,Infrastructure layer for service comm,Load balancer,Neither A nor B,API gateway,A,Service meshes like Istio manage microservice comms.
DevOps,[DEVOPS-Q752] Shift left testing means,Testing earlier in SDLC,Both A and C,Manual testing,Testing at end,A,Shift left moves testing closer to development.
DevOps,[DEVOPS-Q753] What is mean time to recovery (MTTR)?,Build time,Average time to restore service,Both A and B,Deploy time,B,MTTR measures how quickly systems recover from failure.
DevOps,[DEVOPS-Q754] SRE stands for,System Resource Engineering,Both A and B,Site Reliability Engineering,Software Release Engineering,C,SRE applies software engineering to operations.
DevOps,[DEVOPS-Q755] What is chaos engineering?,Normal testing,Intentional failure testing,Option not applicable,Load testing,B,Chaos engineering tests resilience via failures.
DevOps,[DEVOPS-Q756] Artifact repository stores,The argument is invalid,Logs,Source code,Built software artifacts,D,Nexus/JFrog store build artifacts for deployment.
DevOps,[DEVOPS-Q757] What is feature flag?,The above is incorrect,Toggle features without deploy,Test case,Git branch,B,Feature flags enable/disable features at runtime.
DevOps,[DEVOPS-Q758] What is observability?,Only logs,None of the above,Only metrics,Logs metrics traces,D,"Observability covers logs, metrics, and tracing."
DevOps,[DEVOPS-Q759] What is a rollback?,Reverting to previous version,Forward deploy,Both B and C,New release,A,Rollbacks undo a bad deployment.
DevOps,[DEVOPS-Q760] DevSecOps means,Security integrated into DevOps,Security team separate,Dev without security,Both B and C,A,DevSecOps embeds security throughout the pipeline.
DevOps,[DEVOPS-Q761] DevOps combines,Design and Ops,Both A and B,Dev and QA,Development and Operations,D,DevOps bridges development and operations teams.
DevOps,[DEVOPS-Q762] CI stands for,Code Integration,The above is incorrect,Continuous Integration,Continuous Inspection,C,CI automatically integrates code changes frequently.
DevOps,[DEVOPS-Q763] CD stands for,None of the above,Continuous Delivery/Deployment,Continuous Design,Code Deployment,B,CD automates delivery or deployment of applications.
DevOps,[DEVOPS-Q764] Docker is used for,Containerization,Virtualization,Both A and B,Orchestration,A,Docker packages apps into portable containers.
DevOps,[DEVOPS-Q765] Kubernetes is used for,Container orchestration,Neither A nor B,CI/CD,Containerization,A,Kubernetes automates deployment of containers.
DevOps,[DEVOPS-Q766] Jenkins is,CI/CD automation server,Insufficient information,Container tool,Version control,A,"Jenkins automates build, test, deploy pipelines."
DevOps,[DEVOPS-Q767] Git is,Distributed version control,CI tool,The above is incorrect,Container,A,Git tracks code changes in a distributed manner.
DevOps,[DEVOPS-Q768] What is Infrastructure as Code?,All of the above,Managing infra via code,Cloud only,Manual server config,B,IaC provisions infrastructure using code files.
DevOps,[DEVOPS-Q769] Terraform is used for,The above is incorrect,Monitoring,Containerization,IaC / cloud provisioning,D,Terraform provisions infrastructure declaratively.
DevOps,[DEVOPS-Q770] Ansible is used for,CI/CD,Configuration management,Container orchestration,All of the above,B,Ansible automates configuration and deployment.
DevOps,[DEVOPS-Q771] What is a pipeline?,Both A and B,Database,Automated workflow stages,Manual process,C,Pipelines automate build/test/deploy stages.
DevOps,[DEVOPS-Q772] Blue-Green deployment,Rolling update,Zero-downtime deployment strategy,The above is incorrect,Canary release,B,Blue-green switches between two identical environments.
DevOps,[DEVOPS-Q773] Canary deployment,Blue-green,Full rollout,Gradual rollout to subset,None of the above,C,Canary releases to small user subset first.
DevOps,[DEVOPS-Q774] What is monitoring in DevOps?,Tracking system health,All of the above,Testing,Deployment,A,Monitoring observes application and infrastructure health.
DevOps,[DEVOPS-Q775] Prometheus is,None of the above,Container,CI server,Metrics monitoring tool,D,Prometheus collects and stores metrics.
DevOps,[DEVOPS-Q776] Grafana is used for,Insufficient information,Visualization dashboards,CI/CD,IaC,B,Grafana visualizes metrics from Prometheus and others.
DevOps,[DEVOPS-Q777] What is a microservice?,Small independent service,Both A and B,Database,Monolithic app,A,Microservices are independently deployable services.
DevOps,[DEVOPS-Q778] Load balancer does,Monitors logs,Distributes traffic,Stores data,The above is incorrect,B,Load balancers distribute requests across servers.
DevOps,[DEVOPS-Q779] What is auto-scaling?,Data not provided,Adjusting resources based on demand,Manual scaling,Fixed resources,B,Auto-scaling adds/removes instances automatically.
DevOps,[DEVOPS-Q780] ELK stack includes,Elastic Linux Kubernetes,Elasticsearch Logstash Kibana,All of the above,Express Logstash Kafka,B,ELK is a popular log management stack.
DevOps,[DEVOPS-Q781] What is a container image?,Read-only template for containers,Running container,Insufficient information,Virtual machine,A,Images are blueprints for creating containers.
DevOps,[DEVOPS-Q782] Dockerfile is,Container runtime,The above is incorrect,Kubernetes config,Script to build Docker image,D,Dockerfile defines instructions to build an image.
DevOps,[DEVOPS-Q783] Kubernetes Pod is,Node,Neither A nor B,Smallest deployable unit,Service,C,A Pod contains one or more containers.
DevOps,[DEVOPS-Q784] Helm in Kubernetes,Container runtime,Package manager,Monitoring,Neither A nor B,B,Helm manages Kubernetes application packages.
DevOps,[DEVOPS-Q785] What is a deployment in k8s?,Manages Pod replicas,Storage unit,Neither A nor B,Single container,A,Deployments declaratively manage replica sets.
DevOps,[DEVOPS-Q786] Rolling update strategy,All at once,Updates pods gradually,Blue-green,None of the above,B,Rolling updates replace pods incrementally.
DevOps,[DEVOPS-Q787] What is a secret in k8s?,Config map,Stores sensitive data,Insufficient information,Log file,B,Secrets store passwords/tokens securely in k8s.
DevOps,[DEVOPS-Q788] ConfigMap in k8s,Stores non-sensitive config,Manages pods,Stores secrets,Both A and B,A,ConfigMaps decouple config from container images.
DevOps,[DEVOPS-Q789] YAML files in DevOps,Binary configs,Compiled files,Configuration/definition files,The above is incorrect,C,YAML is human-readable config format widely used.
DevOps,[DEVOPS-Q790] What is GitOps?,CI tool,Neither A nor B,Git hosting,Git as source of truth for infra,D,GitOps uses Git repos to drive infrastructure changes.
DevOps,[DEVOPS-Q791] What is a service mesh?,Both B and C,Infrastructure layer for service comm,Load balancer,API gateway,B,Service meshes like Istio manage microservice comms.
DevOps,[DEVOPS-Q792] Shift left testing means,Manual testing,Cannot be determined,Testing at end,Testing earlier in SDLC,D,Shift left moves testing closer to development.
DevOps,[DEVOPS-Q793] What is mean time to recovery (MTTR)?,Build time,Average time to restore service,Deploy time,Both B and C,B,MTTR measures how quickly systems recover from failure.
DevOps,[DEVOPS-Q794] SRE stands for,Option not applicable,Software Release Engineering,System Resource Engineering,Site Reliability Engineering,D,SRE applies software engineering to operations.
DevOps,[DEVOPS-Q795] What is chaos engineering?,All of the above,Normal testing,Load testing,Intentional failure testing,D,Chaos engineering tests resilience via failures.
DevOps,[DEVOPS-Q796] Artifact repository stores,Logs,Source code,The statement is false,Built software artifacts,D,Nexus/JFrog store build artifacts for deployment.
DevOps,[DEVOPS-Q797] What is feature flag?,Git branch,Option not applicable,Toggle features without deploy,Test case,C,Feature flags enable/disable features at runtime.
DevOps,[DEVOPS-Q798] What is observability?,Both A and B,Only metrics,Logs metrics traces,Only logs,C,"Observability covers logs, metrics, and tracing."
DevOps,[DEVOPS-Q799] What is a rollback?,New release,Reverting to previous version,Option not applicable,Forward deploy,B,Rollbacks undo a bad deployment.
DevOps,[DEVOPS-Q800] DevSecOps means,Security team separate,Option not applicable,Security integrated into DevOps,Dev without security,C,DevSecOps embeds security throughout the pipeline.
DevOps,[DEVOPS-Q801] DevOps combines,Design and Ops,Both A and B,Development and Operations,Dev and QA,C,DevOps bridges development and operations teams.
DevOps,[DEVOPS-Q802] CI stands for,Code Integration,The above is incorrect,Continuous Inspection,Continuous Integration,D,CI automatically integrates code changes frequently.
DevOps,[DEVOPS-Q803] CD stands for,Continuous Design,Cannot be determined,Code Deployment,Continuous Delivery/Deployment,D,CD automates delivery or deployment of applications.
DevOps,[DEVOPS-Q804] Docker is used for,Orchestration,Insufficient information,Virtualization,Containerization,D,Docker packages apps into portable containers.
DevOps,[DEVOPS-Q805] Kubernetes is used for,Containerization,Container orchestration,CI/CD,Cannot be determined,B,Kubernetes automates deployment of containers.
DevOps,[DEVOPS-Q806] Jenkins is,Version control,CI/CD automation server,Container tool,None of the above,B,"Jenkins automates build, test, deploy pipelines."
DevOps,[DEVOPS-Q807] Git is,Container,Distributed version control,The above is incorrect,CI tool,B,Git tracks code changes in a distributed manner.
DevOps,[DEVOPS-Q808] What is Infrastructure as Code?,Both A and B,Manual server config,Cloud only,Managing infra via code,D,IaC provisions infrastructure using code files.
DevOps,[DEVOPS-Q809] Terraform is used for,Monitoring,Containerization,IaC / cloud provisioning,Neither A nor B,C,Terraform provisions infrastructure declaratively.
DevOps,[DEVOPS-Q810] Ansible is used for,Configuration management,CI/CD,Container orchestration,Both A and B,A,Ansible automates configuration and deployment.
DevOps,[DEVOPS-Q811] What is a pipeline?,Both B and C,Automated workflow stages,Manual process,Database,B,Pipelines automate build/test/deploy stages.
DevOps,[DEVOPS-Q812] Blue-Green deployment,Zero-downtime deployment strategy,Option not applicable,Canary release,Rolling update,A,Blue-green switches between two identical environments.
DevOps,[DEVOPS-Q813] Canary deployment,Gradual rollout to subset,Full rollout,Blue-green,Data not provided,A,Canary releases to small user subset first.
DevOps,[DEVOPS-Q814] What is monitoring in DevOps?,Option not applicable,Tracking system health,Testing,Deployment,B,Monitoring observes application and infrastructure health.
DevOps,[DEVOPS-Q815] Prometheus is,CI server,Metrics monitoring tool,Container,Both A and B,B,Prometheus collects and stores metrics.
DevOps,[DEVOPS-Q816] Grafana is used for,IaC,Visualization dashboards,Both A and B,CI/CD,B,Grafana visualizes metrics from Prometheus and others.
DevOps,[DEVOPS-Q817] What is a microservice?,Data not provided,Monolithic app,Database,Small independent service,D,Microservices are independently deployable services.
DevOps,[DEVOPS-Q818] Load balancer does,Cannot be determined,Monitors logs,Stores data,Distributes traffic,D,Load balancers distribute requests across servers.
DevOps,[DEVOPS-Q819] What is auto-scaling?,Adjusting resources based on demand,Fixed resources,Manual scaling,Both A and B,A,Auto-scaling adds/removes instances automatically.
DevOps,[DEVOPS-Q820] ELK stack includes,Elasticsearch Logstash Kibana,Express Logstash Kafka,None of the above,Elastic Linux Kubernetes,A,ELK is a popular log management stack.
DevOps,[DEVOPS-Q821] What is a container image?,Read-only template for containers,Running container,Virtual machine,The above is incorrect,A,Images are blueprints for creating containers.
DevOps,[DEVOPS-Q822] Dockerfile is,Kubernetes config,None of the above,Container runtime,Script to build Docker image,D,Dockerfile defines instructions to build an image.
DevOps,[DEVOPS-Q823] Kubernetes Pod is,Insufficient information,Smallest deployable unit,Service,Node,B,A Pod contains one or more containers.
DevOps,[DEVOPS-Q824] Helm in Kubernetes,All of the above,Package manager,Monitoring,Container runtime,B,Helm manages Kubernetes application packages.
DevOps,[DEVOPS-Q825] What is a deployment in k8s?,None of the above,Single container,Storage unit,Manages Pod replicas,D,Deployments declaratively manage replica sets.
DevOps,[DEVOPS-Q826] Rolling update strategy,None of the above,Updates pods gradually,All at once,Blue-green,B,Rolling updates replace pods incrementally.
DevOps,[DEVOPS-Q827] What is a secret in k8s?,Config map,Stores sensitive data,Log file,Both B and C,B,Secrets store passwords/tokens securely in k8s.
DevOps,[DEVOPS-Q828] ConfigMap in k8s,Stores non-sensitive config,All of the above,Stores secrets,Manages pods,A,ConfigMaps decouple config from container images.
DevOps,[DEVOPS-Q829] YAML files in DevOps,Compiled files,Configuration/definition files,Binary configs,Data not provided,B,YAML is human-readable config format widely used.
DevOps,[DEVOPS-Q830] What is GitOps?,Git hosting,Git as source of truth for infra,The above is incorrect,CI tool,B,GitOps uses Git repos to drive infrastructure changes.
DevOps,[DEVOPS-Q831] What is a service mesh?,Load balancer,Both A and B,Infrastructure layer for service comm,API gateway,C,Service meshes like Istio manage microservice comms.
DevOps,[DEVOPS-Q832] Shift left testing means,Manual testing,The statement is false,Testing earlier in SDLC,Testing at end,C,Shift left moves testing closer to development.
DevOps,[DEVOPS-Q833] What is mean time to recovery (MTTR)?,Average time to restore service,Build time,None of the above,Deploy time,A,MTTR measures how quickly systems recover from failure.
DevOps,[DEVOPS-Q834] SRE stands for,Software Release Engineering,System Resource Engineering,Cannot be determined,Site Reliability Engineering,D,SRE applies software engineering to operations.
DevOps,[DEVOPS-Q835] What is chaos engineering?,Load testing,Normal testing,Insufficient information,Intentional failure testing,D,Chaos engineering tests resilience via failures.
DevOps,[DEVOPS-Q836] Artifact repository stores,Source code,Logs,None of the above,Built software artifacts,D,Nexus/JFrog store build artifacts for deployment.
DevOps,[DEVOPS-Q837] What is feature flag?,Test case,Cannot be determined,Toggle features without deploy,Git branch,C,Feature flags enable/disable features at runtime.
DevOps,[DEVOPS-Q838] What is observability?,All of the above,Logs metrics traces,Only logs,Only metrics,B,"Observability covers logs, metrics, and tracing."
DevOps,[DEVOPS-Q839] What is a rollback?,Reverting to previous version,Option not applicable,Forward deploy,New release,A,Rollbacks undo a bad deployment.
DevOps,[DEVOPS-Q840] DevSecOps means,Dev without security,None of the above,Security integrated into DevOps,Security team separate,C,DevSecOps embeds security throughout the pipeline.
DevOps,[DEVOPS-Q841] DevOps combines,Insufficient information,Development and Operations,Design and Ops,Dev and QA,B,DevOps bridges development and operations teams.
DevOps,[DEVOPS-Q842] CI stands for,Insufficient information,Continuous Inspection,Code Integration,Continuous Integration,D,CI automatically integrates code changes frequently.
DevOps,[DEVOPS-Q843] CD stands for,Continuous Design,Continuous Delivery/Deployment,Code Deployment,Data not provided,B,CD automates delivery or deployment of applications.
DevOps,[DEVOPS-Q844] Docker is used for,Orchestration,Both B and C,Containerization,Virtualization,C,Docker packages apps into portable containers.
DevOps,[DEVOPS-Q845] Kubernetes is used for,CI/CD,Container orchestration,Containerization,Cannot be determined,B,Kubernetes automates deployment of containers.
DevOps,[DEVOPS-Q846] Jenkins is,Container tool,CI/CD automation server,Version control,The above is incorrect,B,"Jenkins automates build, test, deploy pipelines."
DevOps,[DEVOPS-Q847] Git is,Distributed version control,Container,Neither A nor B,CI tool,A,Git tracks code changes in a distributed manner.
