Topic,Question,Option A,Option B,Option C,Option D,Correct Answer,Explanation
DevOps,[DEVOPS-Q333] Canary deployment,Gradual rollout to subset,Full rollout,Blue-green,None,A,Canary releases to small user subset first.
DevOps,[DEVOPS-Q334] What is monitoring in DevOps?,Tracking system health,Deployment,Testing,None,A,Monitoring observes application and infrastructure health.
DevOps,[DEVOPS-Q335] Prometheus is,Metrics monitoring tool,CI server,Container,None,A,Prometheus collects and stores metrics.
DevOps,[DEVOPS-Q336] Grafana is used for,Visualization dashboards,CI/CD,IaC,None,A,Grafana visualizes metrics from Prometheus and others.
DevOps,[DEVOPS-Q337] What is a microservice?,Small independent service,Monolithic app,Database,None,A,Microservices are independently deployable services.
DevOps,[DEVOPS-Q338] Load balancer does,Distributes traffic,Stores data,Monitors logs,None,A,Load balancers distribute requests across servers.
DevOps,[DEVOPS-Q339] What is auto-scaling?,Adjusting resources based on demand,Manual scaling,Fixed resources,None,A,Auto-scaling adds/removes instances automatically.
DevOps,[DEVOPS-Q340] ELK stack includes,Elasticsearch Logstash Kibana,Elastic Linux Kubernetes,None,Express Logstash Kafka,A,ELK is a popular log management stack.
DevOps,[DEVOPS-Q341] What is a container image?,Read-only template for containers,Running container,Virtual machine,None,A,Images are blueprints for creating containers.
DevOps,[DEVOPS-Q342] Dockerfile is,Script to build Docker image,Container runtime,Kubernetes config,None,A,Dockerfile defines instructions to build an image.
DevOps,[DEVOPS-Q343] Kubernetes Pod is,Smallest deployable unit,Service,Node,None,A,A Pod contains one or more containers.
DevOps,[DEVOPS-Q344] Helm in Kubernetes,Package manager,Container runtime,Monitoring,None,A,Helm manages Kubernetes application packages.
DevOps,[DEVOPS-Q345] What is a deployment in k8s?,Manages Pod replicas,Single container,None,Storage unit,A,Deployments declaratively manage replica sets.
DevOps,[DEVOPS-Q346] Rolling update strategy,Updates pods gradually,All at once,None,Blue-green,A,Rolling updates replace pods incrementally.
DevOps,[DEVOPS-Q347] What is a secret in k8s?,Stores sensitive data,Config map,Log file,None,A,Secrets store passwords/tokens securely in k8s.
DevOps,[DEVOPS-Q348] ConfigMap in k8s,Stores non-sensitive config,Stores secrets,Manages pods,None,A,ConfigMaps decouple config from container images.
DevOps,[DEVOPS-Q349] YAML files in DevOps,Configuration/definition files,Binary configs,None,Compiled files,A,YAML is human-readable config format widely used.
DevOps,[DEVOPS-Q350] What is GitOps?,Git as source of truth for infra,Git hosting,None,CI tool,A,GitOps uses Git repos to drive infrastructure changes.
DevOps,[DEVOPS-Q351] What is a service mesh?,Infrastructure layer for service comm,API gateway,Load balancer,None,A,Service meshes like Istio manage microservice comms.
DevOps,[DEVOPS-Q352] Shift left testing means,Testing earlier in SDLC,Testing at end,Manual testing,None,A,Shift left moves testing closer to development.
DevOps,[DEVOPS-Q353] What is mean time to recovery (MTTR)?,Average time to restore service,Deploy time,Build time,None,A,MTTR measures how quickly systems recover from failure.
DevOps,[DEVOPS-Q354] SRE stands for,Site Reliability Engineering,Software Release Engineering,None,System Resource Engineering,A,SRE applies software engineering to operations.
DevOps,[DEVOPS-Q355] What is chaos engineering?,Intentional failure testing,Normal testing,Load testing,None,A,Chaos engineering tests resilience via failures.
DevOps,[DEVOPS-Q356] Artifact repository stores,Built software artifacts,Source code,Logs,None,A,Nexus/JFrog store build artifacts for deployment.
DevOps,[DEVOPS-Q357] What is feature flag?,Toggle features without deploy,Git branch,None,Test case,A,Feature flags enable/disable features at runtime.
DevOps,[DEVOPS-Q358] What is observability?,Logs metrics traces,Only logs,Only metrics,None,A,"Observability covers logs, metrics, and tracing."
DevOps,[DEVOPS-Q359] What is a rollback?,Reverting to previous version,Forward deploy,New release,None,A,Rollbacks undo a bad deployment.
DevOps,[DEVOPS-Q360] DevSecOps means,Security integrated into DevOps,Security team separate,None,Dev without security,A,DevSecOps embeds security throughout the pipeline.
DevOps,[DEVOPS-Q361] DevOps combines,Development and Operations,Design and Ops,Dev and QA,None,A,DevOps bridges development and operations teams.
DevOps,[DEVOPS-Q362] CI stands for,Continuous Integration,Continuous Inspection,Code Integration,None,A,CI automatically integrates code changes frequently.
DevOps,[DEVOPS-Q363] CD stands for,Continuous Delivery/Deployment,Code Deployment,Continuous Design,None,A,CD automates delivery or deployment of applications.
DevOps,[DEVOPS-Q364] Docker is used for,Containerization,Virtualization,Orchestration,None,A,Docker packages apps into portable containers.
DevOps,[DEVOPS-Q365] Kubernetes is used for,Container orchestration,Containerization,CI/CD,None,A,Kubernetes automates deployment of containers.
DevOps,[DEVOPS-Q366] Jenkins is,CI/CD automation server,Container tool,Version control,None,A,"Jenkins automates build, test, deploy pipelines."
DevOps,[DEVOPS-Q367] Git is,Distributed version control,CI tool,Container,None,A,Git tracks code changes in a distributed manner.
DevOps,[DEVOPS-Q368] What is Infrastructure as Code?,Managing infra via code,Manual server config,None,Cloud only,A,IaC provisions infrastructure using code files.
DevOps,[DEVOPS-Q369] Terraform is used for,IaC / cloud provisioning,Monitoring,Containerization,None,A,Terraform provisions infrastructure declaratively.
DevOps,[DEVOPS-Q370] Ansible is used for,Configuration management,Container orchestration,CI/CD,None,A,Ansible automates configuration and deployment.
DevOps,[DEVOPS-Q371] What is a pipeline?,Automated workflow stages,Manual process,Database,None,A,Pipelines automate build/test/deploy stages.
DevOps,[DEVOPS-Q372] Blue-Green deployment,Zero-downtime deployment strategy,Rolling update,Canary release,None,A,Blue-green switches between two identical environments.
DevOps,[DEVOPS-Q373] Canary deployment,Gradual rollout to subset,Full rollout,Blue-green,None,A,Canary releases to small user subset first.
DevOps,[DEVOPS-Q374] What is monitoring in DevOps?,Tracking system health,Deployment,Testing,None,A,Monitoring observes application and infrastructure health.
DevOps,[DEVOPS-Q375] Prometheus is,Metrics monitoring tool,CI server,Container,None,A,Prometheus collects and stores metrics.
DevOps,[DEVOPS-Q376] Grafana is used for,Visualization dashboards,CI/CD,IaC,None,A,Grafana visualizes metrics from Prometheus and others.
DevOps,[DEVOPS-Q377] What is a microservice?,Small independent service,Monolithic app,Database,None,A,Microservices are independently deployable services.
DevOps,[DEVOPS-Q378] Load balancer does,Distributes traffic,Stores data,Monitors logs,None,A,Load balancers distribute requests across servers.
DevOps,[DEVOPS-Q379] What is auto-scaling?,Adjusting resources based on demand,Manual scaling,Fixed resources,None,A,Auto-scaling adds/removes instances automatically.
DevOps,[DEVOPS-Q380] ELK stack includes,Elasticsearch Logstash Kibana,Elastic Linux Kubernetes,None,Express Logstash Kafka,A,ELK is a popular log management stack.
DevOps,[DEVOPS-Q381] What is a container image?,Read-only template for containers,Running container,Virtual machine,None,A,Images are blueprints for creating containers.
DevOps,[DEVOPS-Q382] Dockerfile is,Script to build Docker image,Container runtime,Kubernetes config,None,A,Dockerfile defines instructions to build an image.
DevOps,[DEVOPS-Q383] Kubernetes Pod is,Smallest deployable unit,Service,Node,None,A,A Pod contains one or more containers.
DevOps,[DEVOPS-Q384] Helm in Kubernetes,Package manager,Container runtime,Monitoring,None,A,Helm manages Kubernetes application packages.
DevOps,[DEVOPS-Q385] What is a deployment in k8s?,Manages Pod replicas,Single container,None,Storage unit,A,Deployments declaratively manage replica sets.
DevOps,[DEVOPS-Q386] Rolling update strategy,Updates pods gradually,All at once,None,Blue-green,A,Rolling updates replace pods incrementally.
DevOps,[DEVOPS-Q387] What is a secret in k8s?,Stores sensitive data,Config map,Log file,None,A,Secrets store passwords/tokens securely in k8s.
DevOps,[DEVOPS-Q388] ConfigMap in k8s,Stores non-sensitive config,Stores secrets,Manages pods,None,A,ConfigMaps decouple config from container images.
DevOps,[DEVOPS-Q389] YAML files in DevOps,Configuration/definition files,Binary configs,None,Compiled files,A,YAML is human-readable config format widely used.
DevOps,[DEVOPS-Q390] What is GitOps?,Git as source of truth for infra,Git hosting,None,CI tool,A,GitOps uses Git repos to drive infrastructure changes.
DevOps,[DEVOPS-Q391] What is a service mesh?,Infrastructure layer for service comm,API gateway,Load balancer,None,A,Service meshes like Istio manage microservice comms.
DevOps,[DEVOPS-Q392] Shift left testing means,Testing earlier in SDLC,Testing at end,Manual testing,None,A,Shift left moves testing closer to development.
DevOps,[DEVOPS-Q393] What is mean time to recovery (MTTR)?,Average time to restore service,Deploy time,Build time,None,A,MTTR measures how quickly systems recover from failure.
DevOps,[DEVOPS-Q394] SRE stands for,Site Reliability Engineering,Software Release Engineering,None,System Resource Engineering,A,SRE applies software engineering to operations.
DevOps,[DEVOPS-Q395] What is chaos engineering?,Intentional failure testing,Normal testing,Load testing,None,A,Chaos engineering tests resilience via failures.
DevOps,[DEVOPS-Q396] Artifact repository stores,Built software artifacts,Source code,Logs,None,A,Nexus/JFrog store build artifacts for deployment.
DevOps,[DEVOPS-Q397] What is feature flag?,Toggle features without deploy,Git branch,None,Test case,A,Feature flags enable/disable features at runtime.
DevOps,[DEVOPS-Q398] What is observability?,Logs metrics traces,Only logs,Only metrics,None,A,"Observability covers logs, metrics, and tracing."
DevOps,[DEVOPS-Q399] What is a rollback?,Reverting to previous version,Forward deploy,New release,None,A,Rollbacks undo a bad deployment.
DevOps,[DEVOPS-Q400] DevSecOps means,Security integrated into DevOps,Security team separate,None,Dev without security,A,DevSecOps embeds security throughout the pipeline.
DevOps,[DEVOPS-Q401] DevOps combines,Development and Operations,Design and Ops,Dev and QA,None,A,DevOps bridges development and operations teams.
DevOps,[DEVOPS-Q402] CI stands for,Continuous Integration,Continuous Inspection,Code Integration,None,A,CI automatically integrates code changes frequently.
DevOps,[DEVOPS-Q403] CD stands for,Continuous Delivery/Deployment,Code Deployment,Continuous Design,None,A,CD automates delivery or deployment of applications.
DevOps,[DEVOPS-Q404] Docker is used for,Containerization,Virtualization,Orchestration,None,A,Docker packages apps into portable containers.
DevOps,[DEVOPS-Q405] Kubernetes is used for,Container orchestration,Containerization,CI/CD,None,A,Kubernetes automates deployment of containers.
DevOps,[DEVOPS-Q406] Jenkins is,CI/CD automation server,Container tool,Version control,None,A,"Jenkins automates build, test, deploy pipelines."
DevOps,[DEVOPS-Q407] Git is,Distributed version control,CI tool,Container,None,A,Git tracks code changes in a distributed manner.
DevOps,[DEVOPS-Q408] What is Infrastructure as Code?,Managing infra via code,Manual server config,None,Cloud only,A,IaC provisions infrastructure using code files.
DevOps,[DEVOPS-Q409] Terraform is used for,IaC / cloud provisioning,Monitoring,Containerization,None,A,Terraform provisions infrastructure declaratively.
DevOps,[DEVOPS-Q410] Ansible is used for,Configuration management,Container orchestration,CI/CD,None,A,Ansible automates configuration and deployment.
DevOps,[DEVOPS-Q411] What is a pipeline?,Automated workflow stages,Manual process,Database,None,A,Pipelines automate build/test/deploy stages.
DevOps,[DEVOPS-Q412] Blue-Green deployment,Zero-downtime deployment strategy,Rolling update,Canary release,None,A,Blue-green switches between two identical environments.
DevOps,[DEVOPS-Q413] Canary deployment,Gradual rollout to subset,Full rollout,Blue-green,None,A,Canary releases to small user subset first.
DevOps,[DEVOPS-Q414] What is monitoring in DevOps?,Tracking system health,Deployment,Testing,None,A,Monitoring observes application and infrastructure health.
DevOps,[DEVOPS-Q415] Prometheus is,Metrics monitoring tool,CI server,Container,None,A,Prometheus collects and stores metrics.
DevOps,[DEVOPS-Q416] Grafana is used for,Visualization dashboards,CI/CD,IaC,None,A,Grafana visualizes metrics from Prometheus and others.
DevOps,[DEVOPS-Q417] What is a microservice?,Small independent service,Monolithic app,Database,None,A,Microservices are independently deployable services.
DevOps,[DEVOPS-Q418] Load balancer does,Distributes traffic,Stores data,Monitors logs,None,A,Load balancers distribute requests across servers.
DevOps,[DEVOPS-Q419] What is auto-scaling?,Adjusting resources based on demand,Manual scaling,Fixed resources,None,A,Auto-scaling adds/removes instances automatically.
DevOps,[DEVOPS-Q420] ELK stack includes,Elasticsearch Logstash Kibana,Elastic Linux Kubernetes,None,Express Logstash Kafka,A,ELK is a popular log management stack.
DevOps,[DEVOPS-Q421] What is a container image?,Read-only template for containers,Running container,Virtual machine,None,A,Images are blueprints for creating containers.
DevOps,[DEVOPS-Q422] Dockerfile is,Script to build Docker image,Container runtime,Kubernetes config,None,A,Dockerfile defines instructions to build an image.
DevOps,[DEVOPS-Q423] Kubernetes Pod is,Smallest deployable unit,Service,Node,None,A,A Pod contains one or more containers.
DevOps,[DEVOPS-Q424] Helm in Kubernetes,Package manager,Container runtime,Monitoring,None,A,Helm manages Kubernetes application packages.
DevOps,[DEVOPS-Q425] What is a deployment in k8s?,Manages Pod replicas,Single container,None,Storage unit,A,Deployments declaratively manage replica sets.
DevOps,[DEVOPS-Q426] Rolling update strategy,Updates pods gradually,All at once,None,Blue-green,A,Rolling updates replace pods incrementally.
DevOps,[DEVOPS-Q427] What is a secret in k8s?,Stores sensitive data,Config map,Log file,None,A,Secrets store passwords/tokens securely in k8s.
DevOps,[DEVOPS-Q428] ConfigMap in k8s,Stores non-sensitive config,Stores secrets,Manages pods,None,A,ConfigMaps decouple config from container images.
DevOps,[DEVOPS-Q429] YAML files in DevOps,Configuration/definition files,Binary configs,None,Compiled files,A,YAML is human-readable config format widely used.
DevOps,[DEVOPS-Q430] What is GitOps?,Git as source of truth for infra,Git hosting,None,CI tool,A,GitOps uses Git repos to drive infrastructure changes.
DevOps,[DEVOPS-Q431] What is a service mesh?,Infrastructure layer for service comm,API gateway,Load balancer,None,A,Service meshes like Istio manage microservice comms.
DevOps,[DEVOPS-Q432] Shift left testing means,Testing earlier in SDLC,Testing at end,Manual testing,None,A,Shift left moves testing closer to development.
DevOps,[DEVOPS-Q433] What is mean time to recovery (MTTR)?,Average time to restore service,Deploy time,Build time,None,A,MTTR measures how quickly systems recover from failure.
DevOps,[DEVOPS-Q434] SRE stands for,Site Reliability Engineering,Software Release Engineering,None,System Resource Engineering,A,SRE applies software engineering to operations.
DevOps,[DEVOPS-Q435] What is chaos engineering?,Intentional failure testing,Normal testing,Load testing,None,A,Chaos engineering tests resilience via failures.
DevOps,[DEVOPS-Q436] Artifact repository stores,Built software artifacts,Source code,Logs,None,A,Nexus/JFrog store build artifacts for deployment.
DevOps,[DEVOPS-Q437] What is feature flag?,Toggle features without deploy,Git branch,None,Test case,A,Feature flags enable/disable features at runtime.
DevOps,[DEVOPS-Q438] What is observability?,Logs metrics traces,Only logs,Only metrics,None,A,"Observability covers logs, metrics, and tracing."
DevOps,[DEVOPS-Q439] What is a rollback?,Reverting to previous version,Forward deploy,New release,None,A,Rollbacks undo a bad deployment.
DevOps,[DEVOPS-Q440] DevSecOps means,Security integrated into DevOps,Security team separate,None,Dev without security,A,DevSecOps embeds security throughout the pipeline.
DevOps,[DEVOPS-Q441] DevOps combines,Development and Operations,Design and Ops,Dev and QA,None,A,DevOps bridges development and operations teams.
DevOps,[DEVOPS-Q442] CI stands for,Continuous Integration,Continuous Inspection,Code Integration,None,A,CI automatically integrates code changes frequently.
DevOps,[DEVOPS-Q443] CD stands for,Continuous Delivery/Deployment,Code Deployment,Continuous Design,None,A,CD automates delivery or deployment of applications.
DevOps,[DEVOPS-Q444] Docker is used for,Containerization,Virtualization,Orchestration,None,A,Docker packages apps into portable containers.
DevOps,[DEVOPS-Q445] Kubernetes is used for,Container orchestration,Containerization,CI/CD,None,A,Kubernetes automates deployment of containers.
DevOps,[DEVOPS-Q446] Jenkins is,CI/CD automation server,Container tool,Version control,None,A,"Jenkins automates build, test, deploy pipelines."
DevOps,[DEVOPS-Q447] Git is,Distributed version control,CI tool,Container,None,A,Git tracks code changes in a distributed manner.
DevOps,[DEVOPS-Q448] What is Infrastructure as Code?,Managing infra via code,Manual server config,None,Cloud only,A,IaC provisions infrastructure using code files.
DevOps,[DEVOPS-Q449] Terraform is used for,IaC / cloud provisioning,Monitoring,Containerization,None,A,Terraform provisions infrastructure declaratively.
DevOps,[DEVOPS-Q450] Ansible is used for,Configuration management,Container orchestration,CI/CD,None,A,Ansible automates configuration and deployment.
DevOps,[DEVOPS-Q451] What is a pipeline?,Automated workflow stages,Manual process,Database,None,A,Pipelines automate build/test/deploy stages.
DevOps,[DEVOPS-Q452] Blue-Green deployment,Zero-downtime deployment strategy,Rolling update,Canary release,None,A,Blue-green switches between two identical environments.
DevOps,[DEVOPS-Q453] Canary deployment,Gradual rollout to subset,Full rollout,Blue-green,None,A,Canary releases to small user subset first.
DevOps,[DEVOPS-Q454] What is monitoring in DevOps?,Tracking system health,Deployment,Testing,None,A,Monitoring observes application and infrastructure health.
DevOps,[DEVOPS-Q455] Prometheus is,Metrics monitoring tool,CI server,Container,None,A,Prometheus collects and stores metrics.
DevOps,[DEVOPS-Q456] Grafana is used for,Visualization dashboards,CI/CD,IaC,None,A,Grafana visualizes metrics from Prometheus and others.
DevOps,[DEVOPS-Q457] What is a microservice?,Small independent service,Monolithic app,Database,None,A,Microservices are independently deployable services.
DevOps,[DEVOPS-Q458] Load balancer does,Distributes traffic,Stores data,Monitors logs,None,A,Load balancers distribute requests across servers.
DevOps,[DEVOPS-Q459] What is auto-scaling?,Adjusting resources based on demand,Manual scaling,Fixed resources,None,A,Auto-scaling adds/removes instances automatically.
DevOps,[DEVOPS-Q460] ELK stack includes,Elasticsearch Logstash Kibana,Elastic Linux Kubernetes,None,Express Logstash Kafka,A,ELK is a popular log management stack.
DevOps,[DEVOPS-Q461] What is a container image?,Read-only template for containers,Running container,Virtual machine,None,A,Images are blueprints for creating containers.
DevOps,[DEVOPS-Q462] Dockerfile is,Script to build Docker image,Container runtime,Kubernetes config,None,A,Dockerfile defines instructions to build an image.
DevOps,[DEVOPS-Q463] Kubernetes Pod is,Smallest deployable unit,Service,Node,None,A,A Pod contains one or more containers.
DevOps,[DEVOPS-Q464] Helm in Kubernetes,Package manager,Container runtime,Monitoring,None,A,Helm manages Kubernetes application packages.
DevOps,[DEVOPS-Q465] What is a deployment in k8s?,Manages Pod replicas,Single container,None,Storage unit,A,Deployments declaratively manage replica sets.
DevOps,[DEVOPS-Q466] Rolling update strategy,Updates pods gradually,All at once,None,Blue-green,A,Rolling updates replace pods incrementally.
DevOps,[DEVOPS-Q467] What is a secret in k8s?,Stores sensitive data,Config map,Log file,None,A,Secrets store passwords/tokens securely in k8s.
DevOps,[DEVOPS-Q468] ConfigMap in k8s,Stores non-sensitive config,Stores secrets,Manages pods,None,A,ConfigMaps decouple config from container images.
DevOps,[DEVOPS-Q469] YAML files in DevOps,Configuration/definition files,Binary configs,None,Compiled files,A,YAML is human-readable config format widely used.
DevOps,[DEVOPS-Q470] What is GitOps?,Git as source of truth for infra,Git hosting,None,CI tool,A,GitOps uses Git repos to drive infrastructure changes.
DevOps,[DEVOPS-Q471] What is a service mesh?,Infrastructure layer for service comm,API gateway,Load balancer,None,A,Service meshes like Istio manage microservice comms.
DevOps,[DEVOPS-Q472] Shift left testing means,Testing earlier in SDLC,Testing at end,Manual testing,None,A,Shift left moves testing closer to development.
DevOps,[DEVOPS-Q473] What is mean time to recovery (MTTR)?,Average time to restore service,Deploy time,Build time,None,A,MTTR measures how quickly systems recover from failure.
DevOps,[DEVOPS-Q474] SRE stands for,Site Reliability Engineering,Software Release Engineering,None,System Resource Engineering,A,SRE applies software engineering to operations.
DevOps,[DEVOPS-Q475] What is chaos engineering?,Intentional failure testing,Normal testing,Load testing,None,A,Chaos engineering tests resilience via failures.
DevOps,[DEVOPS-Q476] Artifact repository stores,Built software artifacts,Source code,Logs,None,A,Nexus/JFrog store build artifacts for deployment.
DevOps,[DEVOPS-Q477] What is feature flag?,Toggle features without deploy,Git branch,None,Test case,A,Feature flags enable/disable features at runtime.
DevOps,[DEVOPS-Q478] What is observability?,Logs metrics traces,Only logs,Only metrics,None,A,"Observability covers logs, metrics, and tracing."
DevOps,[DEVOPS-Q479] What is a rollback?,Reverting to previous version,Forward deploy,New release,None,A,Rollbacks undo a bad deployment.
DevOps,[DEVOPS-Q480] DevSecOps means,Security integrated into DevOps,Security team separate,None,Dev without security,A,DevSecOps embeds security throughout the pipeline.
DevOps,[DEVOPS-Q481] DevOps combines,Development and Operations,Design and Ops,Dev and QA,None,A,DevOps bridges development and operations teams.
DevOps,[DEVOPS-Q482] CI stands for,Continuous Integration,Continuous Inspection,Code Integration,None,A,CI automatically integrates code changes frequently.
DevOps,[DEVOPS-Q483] CD stands for,Continuous Delivery/Deployment,Code Deployment,Continuous Design,None,A,CD automates delivery or deployment of applications.
DevOps,[DEVOPS-Q484] Docker is used for,Containerization,Virtualization,Orchestration,None,A,Docker packages apps into portable containers.
DevOps,[DEVOPS-Q485] Kubernetes is used for,Container orchestration,Containerization,CI/CD,None,A,Kubernetes automates deployment of containers.
DevOps,[DEVOPS-Q486] Jenkins is,CI/CD automation server,Container tool,Version control,None,A,"Jenkins automates build, test, deploy pipelines."
DevOps,[DEVOPS-Q487] Git is,Distributed version control,CI tool,Container,None,A,Git tracks code changes in a distributed manner.
DevOps,[DEVOPS-Q488] What is Infrastructure as Code?,Managing infra via code,Manual server config,None,Cloud only,A,IaC provisions infrastructure using code files.
DevOps,[DEVOPS-Q489] Terraform is used for,IaC / cloud provisioning,Monitoring,Containerization,None,A,Terraform provisions infrastructure declaratively.
DevOps,[DEVOPS-Q490] Ansible is used for,Configuration management,Container orchestration,CI/CD,None,A,Ansible automates configuration and deployment.
DevOps,[DEVOPS-Q491] What is a pipeline?,Automated workflow stages,Manual process,Database,None,A,Pipelines automate build/test/deploy stages.
DevOps,[DEVOPS-Q492] Blue-Green deployment,Zero-downtime deployment strategy,Rolling update,Canary release,None,A,Blue-green switches between two identical environments.
DevOps,[DEVOPS-Q493] Canary deployment,Gradual rollout to subset,Full rollout,Blue-green,None,A,Canary releases to small user subset first.
DevOps,[DEVOPS-Q494] What is monitoring in DevOps?,Tracking system health,Deployment,Testing,None,A,Monitoring observes application and infrastructure health.
DevOps,[DEVOPS-Q495] Prometheus is,Metrics monitoring tool,CI server,Container,None,A,Prometheus collects and stores metrics.
DevOps,[DEVOPS-Q496] Grafana is used for,Visualization dashboards,CI/CD,IaC,None,A,Grafana visualizes metrics from Prometheus and others.
DevOps,[DEVOPS-Q497] What is a microservice?,Small independent service,Monolithic app,Database,None,A,Microservices are independently deployable services.
DevOps,[DEVOPS-Q498] Load balancer does,Distributes traffic,Stores data,Monitors logs,None,A,Load balancers distribute requests across servers.
DevOps,[DEVOPS-Q499] What is auto-scaling?,Adjusting resources based on demand,Manual scaling,Fixed resources,None,A,Auto-scaling adds/removes instances automatically.
DevOps,[DEVOPS-Q500] ELK stack includes,Elasticsearch Logstash Kibana,Elastic Linux Kubernetes,None,Express Logstash Kafka,A,ELK is a popular log management stack.
DevOps,[DEVOPS-Q501] What is a container image?,Read-only template for containers,Running container,Virtual machine,None,A,Images are blueprints for creating containers.
DevOps,[DEVOPS-Q502] Dockerfile is,Script to build Docker image,Container runtime,Kubernetes config,None,A,Dockerfile defines instructions to build an image.
DevOps,[DEVOPS-Q503] Kubernetes Pod is,Smallest deployable unit,Service,Node,None,A,A Pod contains one or more containers.
DevOps,[DEVOPS-Q504] Helm in Kubernetes,Package manager,Container runtime,Monitoring,None,A,Helm manages Kubernetes application packages.
DevOps,[DEVOPS-Q505] What is a deployment in k8s?,Manages Pod replicas,Single container,None,Storage unit,A,Deployments declaratively manage replica sets.
DevOps,[DEVOPS-Q506] Rolling update strategy,Updates pods gradually,All at once,None,Blue-green,A,Rolling updates replace pods incrementally.
DevOps,[DEVOPS-Q507] What is a secret in k8s?,Stores sensitive data,Config map,Log file,None,A,Secrets store passwords/tokens securely in k8s.
DevOps,[DEVOPS-Q508] ConfigMap in k8s,Stores non-sensitive config,Stores secrets,Manages pods,None,A,ConfigMaps decouple config from container images.
DevOps,[DEVOPS-Q509] YAML files in DevOps,Configuration/definition files,Binary configs,None,Compiled files,A,YAML is human-readable config format widely used.
DevOps,[DEVOPS-Q510] What is GitOps?,Git as source of truth for infra,Git hosting,None,CI tool,A,GitOps uses Git repos to drive infrastructure changes.
DevOps,[DEVOPS-Q511] What is a service mesh?,Infrastructure layer for service comm,API gateway,Load balancer,None,A,Service meshes like Istio manage microservice comms.
DevOps,[DEVOPS-Q512] Shift left testing means,Testing earlier in SDLC,Testing at end,Manual testing,None,A,Shift left moves testing closer to development.
DevOps,[DEVOPS-Q513] What is mean time to recovery (MTTR)?,Average time to restore service,Deploy time,Build time,None,A,MTTR measures how quickly systems recover from failure.
DevOps,[DEVOPS-Q514] SRE stands for,Site Reliability Engineering,Software Release Engineering,None,System Resource Engineering,A,SRE applies software engineering to operations.
DevOps,[DEVOPS-Q515] What is chaos engineering?,Intentional failure testing,Normal testing,Load testing,None,A,Chaos engineering tests resilience via failures.
DevOps,[DEVOPS-Q516] Artifact repository stores,Built software artifacts,Source code,Logs,None,A,Nexus/JFrog store build artifacts for deployment.
DevOps,[DEVOPS-Q517] What is feature flag?,Toggle features without deploy,Git branch,None,Test case,A,Feature flags enable/disable features at runtime.
DevOps,[DEVOPS-Q518] What is observability?,Logs metrics traces,Only logs,Only metrics,None,A,"Observability covers logs, metrics, and tracing."
DevOps,[DEVOPS-Q519] What is a rollback?,Reverting to previous version,Forward deploy,New release,None,A,Rollbacks undo a bad deployment.
DevOps,[DEVOPS-Q520] DevSecOps means,Security integrated into DevOps,Security team separate,None,Dev without security,A,DevSecOps embeds security throughout the pipeline.
DevOps,[DEVOPS-Q521] DevOps combines,Development and Operations,Design and Ops,Dev and QA,None,A,DevOps bridges development and operations teams.
DevOps,[DEVOPS-Q522] CI stands for,Continuous Integration,Continuous Inspection,Code Integration,None,A,CI automatically integrates code changes frequently.
DevOps,[DEVOPS-Q523] CD stands for,Continuous Delivery/Deployment,Code Deployment,Continuous Design,None,A,CD automates delivery or deployment of applications.
DevOps,[DEVOPS-Q524] Docker is used for,Containerization,Virtualization,Orchestration,None,A,Docker packages apps into portable containers.
DevOps,[DEVOPS-Q525] Kubernetes is used for,Container orchestration,Containerization,CI/CD,None,A,Kubernetes automates deployment of containers.
DevOps,[DEVOPS-Q526] Jenkins is,CI/CD automation server,Container tool,Version control,None,A,"Jenkins automates build, test, deploy pipelines."
DevOps,[DEVOPS-Q527] Git is,Distributed version control,CI tool,Container,None,A,Git tracks code changes in a distributed manner.
DevOps,[DEVOPS-Q528] What is Infrastructure as Code?,Managing infra via code,Manual server config,None,Cloud only,A,IaC provisions infrastructure using code files.
DevOps,[DEVOPS-Q529] Terraform is used for,IaC / cloud provisioning,Monitoring,Containerization,None,A,Terraform provisions infrastructure declaratively.
DevOps,[DEVOPS-Q530] Ansible is used for,Configuration management,Container orchestration,CI/CD,None,A,Ansible automates configuration and deployment.
DevOps,[DEVOPS-Q531] What is a pipeline?,Automated workflow stages,Manual process,Database,None,A,Pipelines automate build/test/deploy stages.
DevOps,[DEVOPS-Q532] Blue-Green deployment,Zero-downtime deployment strategy,Rolling update,Canary release,None,A,Blue-green switches between two identical environments.
DevOps,[DEVOPS-Q533] Canary deployment,Gradual rollout to subset,Full rollout,Blue-green,None,A,Canary releases to small user subset first.
DevOps,[DEVOPS-Q534] What is monitoring in DevOps?,Tracking system health,Deployment,Testing,None,A,Monitoring observes application and infrastructure health.
DevOps,[DEVOPS-Q535] Prometheus is,Metrics monitoring tool,CI server,Container,None,A,Prometheus collects and stores metrics.
DevOps,[DEVOPS-Q536] Grafana is used for,Visualization dashboards,CI/CD,IaC,None,A,Grafana visualizes metrics from Prometheus and others.
DevOps,[DEVOPS-Q537] What is a microservice?,Small independent service,Monolithic app,Database,None,A,Microservices are independently deployable services.
DevOps,[DEVOPS-Q538] Load balancer does,Distributes traffic,Stores data,Monitors logs,None,A,Load balancers distribute requests across servers.
DevOps,[DEVOPS-Q539] What is auto-scaling?,Adjusting resources based on demand,Manual scaling,Fixed resources,None,A,Auto-scaling adds/removes instances automatically.
